videoID;Published_at;Video_title;Description;Channel_title;Channel_subscribers;Tags;View_count;Like_count;Dislike_count;Favorite_count;Comment_count
V2HccMkmQdk;2019-12-08T21:03:12.000Z;Wonder Woman 1984 - Tráiler Oficial;Comienza una nueva era maravillosa. #WonderWoman1984. 5 de junio - Solo en cines.  En su próxima aventura cinematográfica, Wonder Woman da un gran salto al futuro y aterriza en los años 80 donde tendrá que enfrentarse a dos nuevos enemigos: Max Lord y Cheetah.     En  Wonder Woman 1984 , la directora Patty Jenkins vuelve a ponerse al mando y Gal Gadot retoma el papel protagonista. Se trata de la continuación que Warner Bros. Pictures realiza desde la primera película que protagonizó la Superheroína de DC en  Wonder Woman  en 2017 y que batió récords, con 822 millones de dólares en la taquilla a nivel mundial.  La película también está protagonizada por Chris Pine como Steve Trevor, Kristen Wiig como Cheetah, Pedro Pascal como Max Lord, Robin Wright como Antiope y Connie Nielsen como Hippolyta.;Warner Bros. Pictures España;-1;Wonder Woman 1984,WW84,Wonder Woman,Diana Prince,Hippolyta,Steve Trevor,Barbara Minerva,Cheetah,Themyscira,Gotham,DC,DC Comics,Universo DC,Escuadrón Suicida,Aves de Presa,Batman v Superman,Liga de la Justicia,Superhero,Acción,Aventura Warner Brothers,WB,Warner Bros,Warner Media,Warner,Trailer 2019,Trailer,Tráiler Oficial,Película,Cine,Trailer Película,Próximamente,Gal Gadot,Connie Nielsen,Chris Pine,Robin Wright,Kristen Wiig,Patty Jenkins;84177;4542;89;0;384
V-p2wEu_hNg;2019-12-07T22:39:43.000Z;Lazio 3-1 Juventus | Lazio Shock Juve with 3-Goal Comeback after CR7 Opener! | Serie A;Lazio fight back to beat 10-man Juventus with goals from Luiz Felipe, Milinkovic-Savic and Felipe Caicedo after Cristiano Ronaldo's opener | Serie A  This is the official channel for the Serie A, providing all the latest highlights, interviews, news and features to keep you up to date with all things Italian football. Subscribe to the channel here! https://bit.ly/2OM2Eax   Find out more about the Serie A at: http://www.legaseriea.it/en/   Questo è il canale ufficiale della Serie A, dove potrai avere accesso ai momenti salienti, alle interviste, alle notizie e alle funzionalità del momento per rimanere aggiornato sulle ultime novità del campionato. Iscriviti qui al canale! https://bit.ly/2OM2Eax  Per maggiori infomazioni sulla Serie A: http://www.legaseriea.it/it;Serie A;-1;Juventus,Lazio 3-1 Juventus,lazio juventus 3 1,juventus vs lazio highlights,lazio vs juventus live,lazio vs juventus,Napoli,Cristiano Ronaldo,Milinkovic-Savic,Felipe Caicedo,CR7,Ronaldo,Serie A,goals,AC Milan,milinkovic-savic sergej,Luiz Felipe,Roma,Higuain,Dybala,highlights,Insigne,Inter Milan,full highlights,watch,stream,calcio,Italia,lukaku,de ligt,balotelli,sp:ty=high,sp:dt=2019-12-07T18:45:00Z,sp:st=soccer,sp:li=seri,sp:ti:home=LAZ,sp:ti:away=JUV,sp:vl=en;3956804;45884;2456;0;4098
BP3I6ycPW0w;2019-12-08T17:22:05.000Z;Eres de otra galaxia, JOAQUÍN ⭐;Declaraciones de Joaquín Sánchez en zona mixta tras su hat-trick ante el Athletic Club.  SUSCRÍBETE a nuestro canal 💚⚽️https://www.youtube.com/user/realbetisoficial  SÍGUENOS en: 👇 Twitter https://twitter.com/RealBetis Facebook https://www.facebook.com/realbetisbalompie Instagram https://www.instagram.com/realbetisbalompie/;Real Betis Balompié;-1;Real Betis Balompié,Real Betis,Betis,Betis Sevilla,RBB,Estadio Betis,Benito Villamarín,LaLiga,Primera División Española,Liga Santander,Fútbol,Fútbol Español,Football,Spain,Soccer,Deporte,Sports,Kappa,joaquín,hat trick,gol,goles,athletic de bilbao,bilbao,athletic club,zona mixta,declaraciones,joaquín betis,joaquin betis,betis joaquin,betis vs athletic club;45499;1642;27;0;104
Uq_heoJOEIc;2019-12-08T21:01:33.000Z;CONVERSACIONES INCÓMODAS de OPERARIO DE LIMPIEZA 🚽😁 en las ESCALERAS MECÁNICAS [Cámara Oculta];¡MÁS VÍDEOS EN INSTAGRAM! ➡ https://www.instagram.com/didacribot/... ✔  Hola, soy Didac Ribot. En el vídeo de hoy me visto como personal de mantenimiento de un centro comercial y realizo conversaciones incómodas en las escaleras mecánicas. Para ello me comunico con mi compañero usando una radio (Walkie-talkie) y de ese modo hacer reir a la gente. Espero que os guste el vídeo!;Didac Ribot;-1;escaleras mecánicas,conversaciones incómodas,personal de mantenimiento,conversaciones de personal de mantenimiento,situaciones incómodas,broma conserje,chico de mantenimiento,chico de la limpieza,trabajador de limpieza,broma en las escaleras mecánicas,broma trabajador,conversaciones graciosas,conversaciones divertidas,conversaciones en las escaleras mecánicas,llamadas incómodas,llamadas incómodas en las escaleras mecánicas,escalera eléctrica,walkie talkie;507392;52637;343;0;1633
t06AvF7t9H4;2019-12-07T19:44:02.000Z;Manchester City vs Manchester United (1-2) | Resumen y goles | Highlights Premier League;¡Disfruta de toda la Premier League en DAZN!   ¡Síguenos en nuestras redes! 📌 Facebook https://www.facebook.com/DAZNES/ 📌 Twitter https://twitter.com/DAZN_ES 📌 Youtube https://www.youtube.com/DAZNES 📌 Instagram https://www.instagram.com/dazn_es/;DAZN ES;-1;Manchester City,Manchester United,Manchester City vs. Manchester United,City 1 2 United,Resumen,Highlights,Premier League,Liga inglesa,DAZN,Video,Goles,Mejores jugadas,Manchester City 1 2 Manchester United,Goles Manchester City Manchester United,Martial,Rashford,Otamendi,Solskjaer,Guardiola,Etihad;116145;1920;53;0;102
2KGRWTsxbRk;2019-12-05T23:00:10.000Z;Lola Indigo - LUNA;Music video by Lola Indigo performing LUNA. © 2019 Universal Music Spain, S.L.U.  http://vevo.ly/Wd4jCG;LolaIndigoVEVO;-1;Lola,Indigo,LUNA,Universal,Music,Spain,S.L.,Latin,Pop;741356;43441;1694;0;1681
3q3SFAJdpD8;2019-12-08T12:00:00.000Z;SANIDAD | España vs USA;Un reciente vídeo viral sorprendía a británicos con un sencillo juego de adivinar cuánto costarían algunos servicios médicos en Estados Unidos. Junto a la aportación de una enferma, hemos hecho lo mismo pero en España.  Like por la copa de pota.  Por aquí te dejo el link a Patreon: http://bit.ly/2yoGYe0  Y ya sabes, SUSCRÍBETE para más entrevistas, más Fortfast:  http://www.youtube.com/user/FortfastWTF  Twitter: https://twitter.com/SrFortfast Facebook: https://www.facebook.com/fortfastwtf Instagram: http://instagram.com/srfortfast   Fuentes: - Ministerio de Sanidad, Consumo y Bienestar Social. - International Insurance. - Azahara Palomeque (periodista y doctora por Priceton residente en USA).;Fortfast WTF;-1;fortfastwtf,fortfast,entrevistas,preguntas calle,calle,entrevistas calle,respuestas fail,sanidad,sistema sanitario,salud,publico,privado,españa,usa,estados unidos,uk,londres,gran bretaña,reino unido,inglaterra,america,madrid,servicios publicos,ambulancia,operacion;220183;14587;516;0;1864
2m4RPVUPvnM;2019-12-08T11:51:57.000Z;Amorsitos destronados | Favoritos del 2019 que han borrado los de 2018;▷ M E N C I O N  A D O S:  (Los links amzn.to, tidd.ly y algunos magik.ly son afiliados)     - Bell Beauty Glow primer: http://bit.ly/2J8CVre - NYX Bare With Me Bruma: http://lite.ms/MrDRDj - NYX Bare With Me Hemp primer iluminador: http://lite.ms/4D3MR Recordad que usando el código HEYRATOLINA (afiliado) tenéis un 20% de descuento en la http://nyxcosmetics.es por compras superiores a 25€  - MUR Fast Base (mi tono es F6): http://bit.ly/2ETItra  - Base de maquillaje The Healthy Foundation de Physicians Formula: http://bit.ly/2CznGEK (mi tono LN3)  - Huda Faux filter foundation: http://tidd.ly/40558723 - Urban Decay Stay Naked base de maquillaje: http://tidd.ly/939a5bb5  - Essence Camouflage Glow (mi tono es 20): http://bit.ly/2KLJGzW  - Bell Soft Cream concealer  - Essence Fading Bronzer: agotado - Bronceador mate Sun Glow de Catrice: http://bit.ly/329zys8 - Bronceador Holiday Romance De Makeup Revolution: http://bit.ly/2IEKUyM  - Colourpop Brow Boss Ash Brown: https://go.magik.ly/ml/i6gu/ - Wibo Feather Brow Creator: http://bit.ly/2NzN31l  - wibo Volume Drama Mascara: http://bit.ly/2BucQ3o - NYX On the rise Macara: http://bit.ly/36jhxdb Recordad que usando el código HEYRATOLINA (afiliado) tenéis un 20% de descuento en la http://nyxcosmetics.es por compras superiores a 25€  - Too Faced Hangover spray: http://tidd.ly/52eb269 - Anastasia Dewy Set: http://tidd.ly/f6639834  - Anastasia Soft Glam palette: http://tidd.ly/ff8244f5 - Urban Decay Naked Reloaded Palette: http://bit.ly/2PnpEi4 Con el código RATOLINAUD (afiliado) podéis obtener muestras deluxe gratis en http://urbandecay.es  ----------------------------------------­---------------------------  ▷ C O N T A C T O   E M P R E S A : martabeldiaz@gmail.com  ▷ ¡ S Í G U E M E !  web: http://ratolina.com  instagram: @heyratolina - https://goo.gl/7OVpyR  twitter: @heyRatolina - https://goo.gl/YL8OR5  pinterest: @Ratolina - https://goo.gl/wMR5wG  facebook: https://www.facebook.com/heyratolina/    ----------------------------------------­----------------------------  ▷¿ Q U É   L L E V O   E N   E L   B O D Y ?  Jersey: https://go.magik.ly/ml/smeh/   ----------------------------------------­----------------------------  ▷ M Ú S I C A :  Final: Bounce Ball - Twin Musicom  Bounce Ball de Twin Musicom está sujeta a una licencia de Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)  Fuente: http://www.twinmusicom.org/song/255/bounce-ball  Artista: http://www.twinmusicom.org    ----------------------------------------­----------------------------  ▷ I N F O .  T É C N I C A :  Cámara: http://amzn.to/2gVK7ZH  Micrófono: https://amzn.to/2FDY4Gr  Focos: http://amzn.to/2xVS2Rt  Anillo de luz: http://goo.gl/MefZ8N  Software de edición: Adobe Premiere Pro.;ratolina;-1;ratolina,martabeldiaz;128027;8931;152;0;403
3BNEzFNIV0s;2019-12-08T20:00:02.000Z;REACCIONO A LOS PUNCHLINES QUE PARARON BATALLAS !! MEJORES PUCHLINES [ BYTARIFA GAMING ];"Hoy os traigo otro vídeo de bytarifa reaccionando a wos , la redbull y la fms. Esta vez reacciono a los mejores punchlines que pararon batallas. Espero que os guste este vídeo de bytarifa reacciona ;)  ➜MI ROPA : https://www.bytarifabrand.com/  ➜MEJORES MANDOS PERSONALIZADOS: (Código de descuento: bytarifa ) : https://xcontrollers.es/  ➜MI INSTAGRAM: https://www.instagram.com/bytarifa_official/?hl=es  Business contact: bytarifa@youhub.es  Espero que os haya gustado del 4 al 1 un 1. NOS VEMOS :)";bytarifa gaming;-1;mejores,punchline,punchlines,acabaron,pararon,batallas,wos,valles t,bnet,bytarifa,reacciona,reaccion,batalla de los gallos,fms,mas,mejor,bytarifa gaming,bytarifa reacciona a;163585;20955;569;0;1928
vp2ur-yg0gU;2019-12-08T17:00:18.000Z;REACCIONANDO A GOCCA | Andrea Compton ft Inés y Gonzalo;LA SERIE QUE HICIMOS CON 14 AÑOS so sorry por el cringe si has aguantado hasta el final real tkm;Andrea Compton;-1;gocca,serie,online,adolescentes,ines hernand,andrea compton,gonzalo caps,webserie,fan,vine,viner,humor,españa,español,amigos,risa;67014;7861;43;0;321
yDXfQO7vLvI;2019-12-07T21:55:14.000Z;Ваr vs Mаllorcа 5-2 - Highlights & Goals Resumen & Goles 2019 HD HD;;GreatestKooraHD;-1;;4949661;61972;2459;0;3190
lCe_cq5GvLs;2019-12-07T16:20:06.000Z;¿EL MEJOR JUEGO de PORTEROS de la HISTORIA? ¡Retos de Fútbol!;¿EL MEJOR JUEGO de PORTEROS? ENTRENAMIENTO ¡Retos de Fútbol!  🔥TIENDA CRAZY CREW: https://goo.gl/zv8AHj  👉Suscribete aqui: https://goo.gl/RK3YCo  ❤️REDES SOCIALES  🐤 https://twitter.com/DoctorePoLLo 📷 http://instagram.com/doctorepollo 😜 https://www.facebook.com/DoctorePoLLoYT  ☄️CRAZY CREW ESPORTS:   ▶️Canal: https://goo.gl/icDtv9 🐤Twitter: https://twitter.com/CrazyCrewEsport 📷Instagram: https://www.instagram.com/crazycrewesports/  🔥CRAZY CREW🔥  ▶️Wuajordi: https://goo.gl/XLDJU3 📷Gerardo: https://www.instagram.com/geraxtreme ▶️MrJavi: https://goo.gl/t4EHzy 📷Jose: https://www.instagram.com/thejap16 ▶️Iuri: https://goo.gl/WkUaZj ▶️Sr_Abece: https://goo.gl/js6hJn 📷JK: https://www.instagram.com/juankyjk  🥅Gracias al San Pedro tenemos campo! No olvidéis seguirlos!  ⚽️Face: https://goo.gl/OGrPbc ⚽️Insta: https://goo.gl/6BL247 ⚽️Twitter: https://goo.gl/mrpxsD  🔈CREADOR DE LA CANCIÓN DE LA CRAZY CREW Y OUTRO  💪Plaf: hhttps://goo.gl/PVvmRP 🎵CANCIÓN CRAZY CREW: https://goo.gl/VZXWqj  #retofutbol #futbol #retosdefutbol;DoctorePoLLo;-1;Doctore,pollo,doctore pollo,doctorepollo,futbol,futbol reto,los mejores retos de futbol,fútbol,reto fútbol,reto de futbol,crazy crew,entrenamiento,el entrenamiento de porteros,porteros,portero,el mejor juego,mejor juego,mejor,juego,el mejor juego de porteros,el mejor juego de portero,portero de futbol,el mejor juego de porteros de futbol,el mejor juego de la historia,de la historia,historia,el mejor de la historia,mejor juego de la historia,historia futbol,omg;219932;17654;298;0;332
xQiRne9yzYQ;2019-12-08T23:00:10.000Z;Resumen de RC Deportivo vs Real Zaragoza (1-3);El Real Zaragoza gana en el ABANCA-RIAZOR con los goles de Guitian, Puado y Luis Suárez ante un RC Deportivo que no consigue levantar cabeza #DéporRealZaragoza. LaLiga SmartaBank 2019/2020  Suscríbete al canal oficial de LaLiga SmartBank en HD | 2019-12-08 00.00h | J19 | DEP | ZAR LaLiga Santander on YouTube: http://goo.gl/Cp0tC LaCopa on YouTube: http://bit.ly/1P4ZriP LaLiga SmartBank on YouTube: http://bit.ly/1OvSXbi Facebook: https://www.facebook.com/LaLiga Twitter: https://twitter.com/LaLiga Instagram: https://instagram.com/laliga Google+: http://goo.gl/46Py9;LaLiga SmartBank;-1;española,oficial,soccer,football,spanish league,laliga2,resumen,highlight,RC Deportivo vs Real Zaragoza 1-3,sp:st=soccer,sp:vl=es,sp:dt=2019-12-08T15:00:00Z,sp:ti:home=dep,sp:ti:away=zar,sp:ty=high,sp:or=2,sp:li=liga2,Guitian,Puado,Luis Suárez,Borja Valle;26877;450;22;0;70
F_xrjXzLS20;2019-12-08T15:25:01.000Z;NO QUIERO UNA FOTO CONTIGO;Con cariño y para vosotros :) El vídeo con las escenas eliminadas ya están subidas para los miembros del canal.  Apoya el canal haciéndote miembro y tendrás ventajas exclusivas: https://www.youtube.com/channel/UCW3iVpk5l1EuJc8p2EIAFRQ/join    Suscríbete para no perderte el próximo vídeo: https://www.youtube.com/user/tiparracosa?sub_confirmation    Más bromas aquí: https://www.youtube.com/playlist?list=PL_MzMNEADTDldYsQ-xG0ptX7ll6uMsrFI    Cinco preguntas sin censura https://www.youtube.com/playlist?list=PL_MzMNEADTDmkdH6Bv5q2HZwf45jnh38f    Trolleando a Tiparraco https://www.youtube.com/playlist?list=PL_MzMNEADTDkfkFcNoiFS67KFMi3idRSm    Cometarios en la vida real https://www.youtube.com/playlist?list=PL_MzMNEADTDkb6uu3IixKBFXmY_9lS3mv;TiparracoSA;-1;camara oculta,una foto,no quiero foto,foto broma,seguidores,fans,tiparraco bromas,broma foto,camara oculta foto,fotografia,broma a seguidores;105096;11644;188;0;587
